,user_name,user_location,text,likes,date
1473,Yousef_fat7i, القليوبية ,مش عايز اكسب واحدات من فودافون كفاياا الوحده اللي اناا فيهااا 🙂,0,2021-08-15
1474,mohamed20364219, القليوبية ,الناس الي ارقامهم اتصالات الشبكه عندكو و النت عاملين اي ؟؟؟؟,0,2021-04-25
1475,ahmed_sherif93, القليوبية ,اعلان اورانج جميل ♥️,0,2021-04-14
1476,DrMOo0ny, القليوبية ,"اعلان فودافون قمر♥️♥️♥️♥️♥️
وشريهان مجرد ما بشوفها بترقص بتبسط😍",1,2021-04-14
1477,mohamed20364219, القليوبية ,جماعه حد هنا اتصالات موبايلو مش بيجمع لو حد كلمه او و هو بيتصل بحد ؟؟,0,2021-03-26
1478,Ahmedsabryzidan, القليوبية ,"كل يوم هنزل تويته اتحسبن فيها ع كتفم شركه فودافون  وع اليوم ال جبت فيه راوتر من عندكوا 
حسبي الله ونعم الوكيل",1,2021-03-24
1479,Ahmedsabryzidan, القليوبية ,فودافون دي اوسخ حاجه انا مخالطها اليومين دول اقسم بالله 💔,2,2021-03-24
1480,MOHAMEDALIELHA5, القليوبية ,"حملة فودافون الإعلانية الجديدة اللي فيها إعلان محمد سعد
بتفكرني بعنوان فيلم حملة فرعون
تعرف تعد لغاية كام
😝😝😝😝",1,2021-02-03
1481,2uEo1bYiXmsGXNm, القليوبية ,العرض مستمر خطك مدفوع ل1/3وفيه باقتين باقه لحد 1/2وباقه من 1/2ل1/3وكل ده 70ج فقط يعني ببلاش الحق العرض واللحق فيه 25خط فقط والارقام مميزه 1000لاتصالات و95لاي شبكه 1500بين الخطوط و250مجا نت الخط الجامد خط اتصالات شركات بزنس والشبكه الجامده خط الاسد فيد واستفيد شهريا40ج فقط,0,2021-01-25
1482,2uEo1bYiXmsGXNm, القليوبية ,"📢📢 خط اتصالات بزنس📢📢

🟡 خط اتصالات 40ج شهريا❓ 
 💵💴

🟡 70ج الخط💴

🟡 خط اتصالات بزنس ❓1000لاتصالات
1500بين الخطوط
95لاي شبكه
250مجا نت

🟧 👍 مسابقه شهريه لاول 5 بيدفعو بنختارهم من اول 200واحد

 👌لحظه الخط مفهوش سلف ولا خصومات ولا دمغه ولا ضريبه مضافه",0,2021-01-25
1483,HOSSAMELSAFTY20, القليوبية ,"انا مش قافل موبايلي
انا فودافون
#انا_فودافون
#VodafoneEgypt
#Vodafon
Vodafone Egypt انسخ ع صفحتك هنغير ارقامنا لاي شبكه تاني فعالو الهاشتاج",2,2021-01-17
1484,Shrqawy_1, القليوبية ,"حد يطمن علي شركه فودافون يا جماعه العيب في الموبايل و لا الشركه حد سرقها ولا اي !!؟ 🙄
@VodafoneEgypt 🤔",0,2021-01-10
1485,mohamed20364219, القليوبية ,جماعه النت ماله ( اتصالات ) زي الزفت ليه كدا,0,2020-12-24
1486,IsraAshraf2002, القليوبية ,"وربنا لو فيه طار بيني وبين إتصالات وفودافون مشهياخدوا رصيدي كل شويه كدا 
يخربيت شركات الاتصالات ع الصبحح",7,2020-12-14
1487,mariam_ali9x, القليوبية ,اعلان اتصالات الجديد بتاع حمادة هلال جامد فشخ 😂❤❤❤,1,2020-12-04
1488,2uEo1bYiXmsGXNm, القليوبية ,عروض اتصالات المستديمه دماغ تاني تاخد الضعف لمده شهر نت ومكالمات  وكمان الشهر اللي بعدهوتحول ل14قرش او 15قرش وبعد كده تعمل النظام تاني#2*1*200*,0,2020-11-23
1489,sagda_elsherif, القليوبية ,هو ينفع لما اتجوز اللي ميعرفش يجي ينقطي يحولي الفلوس ع فودافون كاش؟,4,2020-11-08
1490,momo_dawood, القليوبية ,كنت مصاحب واخده اختها بتشتغل في فودافون اول ماسبتها قفلتلي الخط ..,5,2020-09-05
1491,mahmoudelsonii, القليوبية ,ياجدعان هي فودافون بتصحيكوا كلكوا ولا انا بس الموضوع بقي خره خالص,0,2020-07-18
1492,Mohamed_elrabat, القليوبية ,"فليشهد التاريخ انه في تمام الساعه الرابعه من فجر اليوم تم ازاله كلمه stay-Home من جنب كلمه فودافون ، ومعني كده انهم فقدو الامل وخلاص اللي كان كان واننا داخلين علي ايام سوده 😂
شكراا فودافون كنتي انتي الوحيده اللي محسساني اني في امل والله 😂🤦🏻‍♂️
@VodafoneEgypt",28,2020-06-22
1493,dinoeg78, القليوبية ,هو لما تعملوا تحديث للانظمة بتاعتكم زي ما الكول سنتر بيقول المفروض تبلغوا المشتركين ولا ايه؟ @Orange_Egypt ولا ده مش اولوياتكم 😡,0,2020-05-06
1494,tasneemeissa97, القليوبية ,مين قال ان التلاقي لقى وسلام بالايد ❤️ #اعلان_اورانج,5,2020-04-29
1495,yossrelfrmawy, القليوبية ,مساء الخير علي اكتر شركه حراميه في مصر @Etisalat_Care 🙄🤦‍♀️,0,2020-04-20
1496,Callmebasemm, القليوبية ,"انا عميل معاكم ممكن تحلولي مشكله التليفون الارضي وهدعيلكم والله 
@orange",3,2020-03-28
1497,RanyaTareq, القليوبية ,إعلان اتصالات بتاع أحمد حلمي ده بجد قمررر اوووي ♥️♥️♥️💛💛💛@ahelmy,2,2020-03-01
1498,farghaly_waleed, القليوبية ,نفسي اشتري ورد وأقول خلي بالك من نفسك وطمنيني عليكي وكل حركات المحن بتاع الشباب دي، نفسي تجيلي رسالة من حد غير فودافون، ماهو مش من العدل افتح عيني كل يوم الصبح على حد باعت يقولي تم خصم ضريبة الدمغة!!,2,2020-02-01
1499,dinoeg78, القليوبية ,"#فودافون كانت بتخطت للتخارج من مصر من عدة اشهر؛ استحوذت علي #فودافون_للخدمات_العالمية VIS من #فودافون_مصر ب مليار جنيه وفصلتهم في مبينين جداد في #القرية_الذكية … معني كده ان فودافون العالمية قسمت الشركة في مصر الي شركتين:
١-  شركة فودافون للاتصالات
٢- شركة فودافون للخدمات",9,2020-01-28
1500,dinoeg78, القليوبية ,حزين الصراحة اننا نسيب شركة عالمية ليها خبرة كبيرة في ادراة الشبكات زي فودافون تخرج برة السوق المصري وندخل شركة عربية مهما كانت جنسيتها.. كانت الشركة العربية الاخري فلحت… ديه شبكتها واقعة في كل حته.,17,2020-01-28
1501,yossrelfrmawy, القليوبية ,يعني مش كفايه اني صحابي فودافون وانا اتصالات لا وكمان مش فاتحين حاجه @SalmaSa06890653 @Salma08255530  واخيراً شمس اللي ملهاش هويه دي😂❤️❤️❤️❤️❤️❤️,1,2020-01-01
1502,alaaredwan1, القليوبية ,طبعا عشان انا فاضيه ومش مع حد ماحدش بيعبرني ،، لكن اول ما اروح  الشغل او مع العايلة او اي مشوار الاقي هجوم اتصالات وناس بتزعل اني ما باكلمهاش وناس بتتخانق وحاجه اخر نكد والله,0,2019-12-09
1503,mohammedmekawy7, القليوبية ,"شبكة #فودافون واقعة من ساعة!
@VodafoneEgypt  هل من تفسير؟",0,2019-12-08
1504,MohabMa69676141, القليوبية ,"#فودافون_بتسرقنا
ارحمونا بئه",0,2019-11-24
1505,Sherifm36703771, القليوبية ,انا بطلت اشحن عليه اصلا   #فودافون_بتسرقنا,0,2019-11-23
1506,MoazAtwa, القليوبية ,"هاشتاج لازم يقصرالدنيا
فودافون حراميه

#فودافون_حراميه",0,2019-11-13
1507,helmy2210, القليوبية ,#فودافون_حراميه حلوه الصيغه دى,1,2019-11-13
1508,3wdallahhh, القليوبية ,نت اتصالات بقي زي الخرا وحاجة بضان فشخ,0,2019-11-09
1509,GoldenTito1, القليوبية ,شبكة إتصالات واقعه من ساعة حد يعرف السبب,0,2019-11-04
1510,OsaMaaa_MaGDy, القليوبية ,واحد كل ما يتصل بيا يديله جرس وبعديه علطول الرقم المطلوب مغلق او غير متاح مع ان انا موبايلى مفتوح ومش عامله بلوك والرقمين فودافون حد يعرف ايه الحوار !,0,2019-10-12
1511,Ibrahim_Salem96, القليوبية ,"من ٦ شهور كدا كنت بسحب فلوس من فودافون كاش ولقيت في ٣٠٠ جنية زيادة ...وقعدت اقول ايه الكرم بتاع فودافون ده وكلمت عبدالروؤف بقوله هو محدش كان باعت حاجة قالي لا مفيش 
فقولت خلاص هيطلعوا لله... 
ولقيت الكومي من يومين بيكلمني بيقولي انا كان مبعوتلي ٣٠٠ جنية ع فودافون كاش معاك من سنة",5,2019-09-28
1512,ahmedessamgabr, القليوبية ,"دلوقتى كده زى نا انتوا عارفين ان الشبكة فى الخانكة زبالة و انا خطى فودافون و كنت عاوز اجيب خط لشركة تانيه زى we او اتصالات او اورانج مثلا علشان اعالج موضوع الشبكة دا
فتنصحونى اجيب خط اي و يكون شغال حلو جداً فى الخانكة",1,2019-09-04
1513,dinoeg78, القليوبية ,غالبا المصرية للاتصالات مش عجبها تقرير جودة الاتصالات؛ عملت مشكلة وقعت فيها شبكة اورانج 😂😅,2,2019-09-02
1514,OsaMaaa_MaGDy, القليوبية ,هيا شبكة فودافون فيها حاجة ولا عندى انا بس !!,2,2019-08-21
1515,urfavmariom1, القليوبية ,شبكة اتصالات اتظبطت وفودافون بقت هباب🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️,7,2019-08-03
1516,amiraseifeldin, القليوبية ,بقالي ٥ ايام بتخانق مع فودافون بالأدب ، اول ما عليت صوتي و قليت ادبي وقلت ل agent عايزة السوبر فايزور بتاعك ، ربع ساعة و رجعوا النت,0,2019-07-20
1517,Rola_Mahammed, القليوبية ,اعلان فودافون وحلاوته..♥️♥️♥️🤤,3,2019-05-06
1518,m7mmd__s3eed, القليوبية ,عليا امتحان اناتومي بكرا وواخد اجازة من الشغل علشان ازاكر لقيت فودافون بتقولي مبروك كسبت 1 جيجا لمدة 12 ساعة طب ازاكر ولا اسيب الهدية تروح عليا 🌚🌚,3,2019-04-27
1519,Azazy287, القليوبية ,شركة نت اتصالات                                  انا عملت باقة عشان افتح صور الواتس وانزل تويتات  شكرًا يا مصر 😢,7,2019-04-26
1520,AMaher200, القليوبية ,انا نفسي افهم والله الرصيد بيروح فين 😫☻ @Orange_Egypt,1,2019-04-01
1521,Adhamzayedd, القليوبية ,صور تويتر كلها بقت يا اما علي كوبري اورانج و وراه البحر  ،، يا اما في روف و بيبص علي البحر بردوه 😂😂⁦🤦🏻‍♂️⁩,6,2019-02-01
1522,Mahetab_Samy, القليوبية ,"انا بقيت اسمع مشاكل اصحابي زي اعلان دماغ تانيه بتاع اتصالات ولا هي الباقه أثرت عليا ولا ايه بظبط 😂😂😂😂 
الرد بيبقي ياالهوي أو يا حرام او لاء ميصحش أو امعلشهم 
انا هتكره قريب 😂😂",2,2019-01-28
1523,nourii_amr, القليوبية ,"إعلان vodafone Egypt : راجعين للكيان 
أعلان etisalat misr : بنحب الأهلي 
أعلان we Egypt : معاك يا أهلي 

الزمالك : طب اعلان واحد حتي 💔
#معاك_يا_اهلي",24,2019-01-24
